,Rank, ,Code,Company,Price,Change,% Chg,Mkt Cap,1 Year
1600,"1,601",no change,AR9,Archtis Limited,$0.11,0.00,0.00%,$10.74 M,-40.54%
1601,"1,602",up,BAU,Bauxite Resource Limited,$0.05,+0.002,+4.17%,$10.72 M,-16.67%
1602,"1,603",no change,HRN,Horizon Gold Limited,$0.14,0.00,0.00%,$10.71 M,+3.70%
1603,"1,604",up,PAA,Pharmaust Limited,$0.038,+0.002,+5.56%,$10.65 M,-16.24%
1604,"1,605",no change,MSR,Manas Res Limited,$0.004,0.00,0.00%,$10.57 M,0.00%
1605,"1,606",down,KP2,Kore Potash Plc Chess Depositary Interests 1:1,$0.045,-0.002,-4.26%,$10.56 M,-67.86%
1606,"1,607",up,SCU,Stemcell United Limited,$0.017,+0.001,+6.25%,$10.55 M,-29.17%
1607,"1,608",no change,KGD,Kula Gold Limited,$0.028,0.00,0.00%,$10.52 M,+12.00%
1608,"1,609",no change,A1C,Aic Resources,$0.175,0.00,0.00%,$10.51 M,-10.26%
1609,"1,610",no change,AIR,Astivita Limited,$0.195,0.00,0.00%,$10.50 M,+200.00%
1610,"1,611",no change,RMG,RMG Limited,$0.017,0.00,0.00%,$10.47 M,+21.43%
1611,"1,612",no change,AQX,Alice QUEEN Limited,$0.016,0.00,0.00%,$10.43 M,-62.32%
1612,"1,613",down,ZNC,Zenith Minerals Limited,$0.049,-0.002,-3.92%,$10.43 M,-74.21%
1613,"1,614",no change,MEI,Meteoric Resources,$0.014,0.00,0.00%,$10.38 M,-58.82%
1614,"1,615",down,YANK,Beta Strong Usd Trading Managed Fund Units FP,$15.96,-0.16,-0.99%,$10.37 M,+10.91%
1615,"1,616",no change,SUD,Suda Pharmaceuticals,$0.004,0.00,0.00%,$10.33 M,-66.44%
1616,"1,617",no change,OEX,OILEX Limited,$0.004,0.00,0.00%,$10.33 M,0.00%
1617,"1,618",no change,NMI,Northern Mining,$0.011,0.00,0.00%,$10.32 M,0.00%
1618,"1,619",no change,CHZ,Chesser Resources,$0.046,0.00,0.00%,$10.32 M,-23.33%
1619,"1,620",no change,CCZ,Castillo Copper Limited,$0.016,0.00,0.00%,$10.27 M,-60.00%
1620,"1,621",no change,RRS,Range Resources Limited,$0.001,0.00,0.00%,$10.24 M,-75.00%
1621,"1,622",no change,CVT,Covata Limited,$0.015,0.00,0.00%,$10.23 M,-58.33%
1622,"1,623",no change,EGL,Environmental Group,$0.047,0.00,0.00%,$10.22 M,+23.68%
1623,"1,624",up,AUR,Auris Minerals Limited,$0.025,+0.005,+25.00%,$10.22 M,-56.14%
1624,"1,625",no change,AVC,Auctus Alt INV Limited,$0.35,0.00,0.00%,$10.15 M,-22.22%
1625,"1,626",no change,VP7,Velocity Prop GP Limited,$0.028,0.00,0.00%,$10.13 M,-45.10%
1626,"1,627",no change,TTI,Traffic Technologies,$0.021,0.00,0.00%,$10.13 M,-50.00%
1627,"1,628",up,FDIV,Vaneck Franked DIV ETF Units FP,$25.06,+0.13,+0.52%,$10.12 M,+5.29%
1628,"1,629",no change,CLI,Croplogic,$0.033,0.00,0.00%,$10.11 M,-23.26%
1629,"1,630",no change,VMIN,VNGD Min Vol ATV ETF Trading Managed Units FP,$54.59,0.00,0.00%,$10.10 M,+6.83%
1630,"1,631",down,GSN,Great Southern,$0.033,-0.002,-5.71%,$10.01 M,0.00%
1631,"1,632",no change,CNL,Celamin Holdings Limited,$0.07,0.00,0.00%,$9.97 M,-93.00%
1632,"1,633",no change,AMT,Allegra Orthopaedics,$0.10,0.00,0.00%,$9.96 M,-28.57%
1633,"1,634",error,TYM,TYMLEZ Group,$0.175,0.00,0.00%,$9.95 M,+16.67%
1634,"1,635",down,WEL,Winchester Energy,$0.024,-0.001,-4.00%,$9.95 M,-23.53%
1635,"1,636",no change,USR,US Residential Fund FP Ordinary/Units Stapled Securities,$0.31,0.00,0.00%,$9.92 M,+5.09%
1636,"1,637",no change,TBL,Tambla Limited,$0.01,0.00,0.00%,$9.90 M,-9.09%
1637,"1,638",no change,DHR,Dark Horse Resources,$0.005,0.00,0.00%,$9.88 M,-73.68%
1638,"1,639",down,QLTY,Beta Quality Leaders ETF Units FP,$16.40,-0.18,-1.09%,$9.84 M,+7.90%
1639,"1,640",down,HMD,Heramed Limited,$0.24,-0.01,-4.00%,$9.78 M,+33.33%
1640,"1,641",no change,EM2,Eagle Mountain,$0.13,0.00,0.00%,$9.75 M,-70.46%
1641,"1,642",down,KNO,Knosys Limited,$0.068,-0.001,-1.45%,$9.74 M,-15.00%
1642,"1,643",no change,LGO,Longreach Oil Limited,$0.008,0.00,0.00%,$9.71 M,0.00%
1643,"1,644",no change,VBS,Vectus Biosystems,$0.415,0.00,0.00%,$9.70 M,-62.27%
1644,"1,645",no change,FRX,Flexiroam Limited,$0.04,0.00,0.00%,$9.68 M,-46.67%
1645,"1,646",no change,IXU,Ixup Limited,$0.089,0.00,0.00%,$9.65 M,-69.31%
1646,"1,647",no change,CSE,Copper Strike Limited,$0.09,0.00,0.00%,$9.62 M,-62.50%
1647,"1,648",down,OPN,Opendna Limited,$0.04,-0.001,-2.44%,$9.61 M,-40.30%
1648,"1,649",down,EER,East Energy Resource,$0.003,-0.001,-25.00%,$9.60 M,0.00%
1649,"1,650",down,ODA,Orcoda Limited,$0.094,-0.002,-2.08%,$9.59 M,-58.22%
1650,"1,651",no change,AOK,Austex Oil Limited,$0.017,0.00,0.00%,$9.58 M,0.00%
1651,"1,652",up,CCG,Commschoice,$0.08,+0.007,+9.59%,$9.58 M,-54.29%
1652,"1,653",no change,SIX,Sprintex Limited,$0.095,0.00,0.00%,$9.50 M,-5.00%
1653,"1,654",up,ADN,Andromeda Metals Limited,$0.007,+0.001,+16.67%,$9.49 M,-12.50%
1654,"1,655",no change,DIV,Ubs IQ Mstar Aus DIV ETF Units FP,$20.90,0.00,0.00%,$9.48 M,+3.72%
1655,"1,656",down,VAL,Valor Resources Limited,$0.005,-0.001,-16.67%,$9.47 M,-64.29%
1656,"1,657",no change,TBH,The Betmakers,$0.042, 0.00,0.00%,$9.41 M,-56.24%
1657,"1,658",no change,LCE,London City EQU. Limited,$0.415,0.00,0.00%,$9.41 M,+1.22%
1658,"1,659",no change,CTL,Centennial MNG Limited,$0.009,0.00,0.00%,$9.40 M,-25.00%
1659,"1,660",no change,SGI,Stealth Global,$0.099,0.00,0.00%,$9.40 M,-47.90%
1660,"1,661",up,EM1,Emerge Gaming Limited,$0.02,+0.001,+5.26%,$9.34 M,+25.00%
1661,"1,662",no change,FUN,Funtastic Limited,$0.04,0.00,0.00%,$9.33 M,-73.08%
1662,"1,663",up,TNT,Tesserent Limited,$0.051,+0.001,+2.00%,$9.30 M,-42.70%
1663,"1,664",no change,ELT,Elementos Limited,$0.006,0.00,0.00%,$9.27 M,0.00%
1664,"1,665",no change,DTI,DTI Group Limited,$0.043,0.00,0.00%,$9.26 M,-29.51%
1665,"1,666",no change,CMC,China Magnesium Corp,$0.02,0.00,0.00%,$9.25 M,-9.09%
1666,"1,667",no change,LER,Leaf Res Limited,$0.03,0.00,0.00%,$9.16 M,-61.54%
1667,"1,668",no change,PNX,PNX Metals Limited,$0.006,0.00,0.00%,$9.13 M,-45.46%
1668,"1,669",no change,ZYB,ZYBER Holdings Limited,$0.014,0.00,0.00%,$9.11 M,+75.00%
1669,"1,670",no change,TV2,TV2U Inter Limited,$0.004,0.00,0.00%,$9.09 M,-73.33%
1670,"1,671",no change,LMG,Latrobe Magnesium,$0.007,0.00,0.00%,$9.08 M,-30.00%
1671,"1,672",up,PUA,Pure Alumina Limited,$0.053,+0.005,+10.42%,$9.07 M,-35.37%
1672,"1,673",no change,TSL,Titanium Sands Limited,$0.019,0.00,0.00%,$9.07 M,+171.43%
1673,"1,674",no change,AFT,AFT Corporation,$0.001,0.00,0.00%,$9.02 M,0.00%
1674,"1,675",up,K2F,K2FLY Limited,$0.135,+0.01,+8.00%,$9.01 M,-34.50%
1675,"1,676",no change,MHI,Merchant House 1c,$0.095,0.00,0.00%,$8.96 M,-50.00%
1676,"1,677",no change,GBM,GBM Gold Limited,$0.008,0.00,0.00%,$8.95 M,-11.11%
1677,"1,678",no change,PDF,Pacific Dairies,$0.029,0.00,0.00%,$8.86 M,0.00%
1678,"1,679",no change,HMX,Hammer Metals Limited,$0.028,0.00,0.00%,$8.80 M,-12.50%
1679,"1,680",no change,AEB,Affinity Energy,$0.009,0.00,0.00%,$8.77 M,-67.86%
1680,"1,681",no change,STN,Saturn Metals,$0.24, 0.00,0.00%,$8.76 M,+41.18%
1681,"1,682",down,TRT,Todd River Res Limited,$0.061,-0.004,-6.15%,$8.75 M,-20.23%
1682,"1,683",no change,JRL,Jindalee Resources,$0.25,0.00,0.00%,$8.75 M,+2.04%
1683,"1,684",up,BOA,Boadicea Resources,$0.165,+0.005,+3.13%,$8.72 M,-26.67%
1684,"1,685",no change,KOR,Korab Resources,$0.028,0.00,0.00%,$8.71 M,-39.13%
1685,"1,686",no change,CCE,Carnegie CLN Energy,$0.003,0.00,0.00%,$8.64 M,-90.00%
1686,"1,687",down,VBLD,VNGD GLB Infra ETF Units FP,$55.41,-0.16,-0.29%,$8.59 M,+10.20%
1687,"1,688",no change,NHL,Novita Health Limited,$0.019,0.00,0.00%,$8.54 M,-32.14%
1688,"1,689",up,DXN,The Data Exchange,$0.071,+0.012,+20.34%,$8.51 M,-72.77%
1689,"1,690",down,HLX,HELIX Resources,$0.02,-0.003,-13.04%,$8.49 M,-47.37%
1690,"1,691",no change,RNT,Rent.com.Au Limited,$0.034,0.00,0.00%,$8.48 M,-59.52%
1691,"1,692",no change,EAX,Energy Action Limited,$0.325,0.00,0.00%,$8.44 M,-48.41%
1692,"1,693",no change,GIB,Gibb River Diamonds,$0.047,0.00,0.00%,$8.42 M,-38.96%
1693,"1,694",no change,CR1,Constellation Res,$0.24,0.00,0.00%,$8.40 M,-21.31%
1694,"1,695",no change,KAS,Kasbah Resources,$0.063,0.00,0.00%,$8.39 M,-95.50%
1695,"1,696",down,QCB,Betacommodities ETF Units FP,$8.06,-0.02,-0.25%,$8.38 M,-21.37%
1696,"1,697",error,SRH,Saferoads Holdings,$0.23,0.00,0.00%,$8.37 M,+15.00%
1697,"1,698",no change,PC1,Plus Connect Limited,$0.015,0.00,0.00%,$8.31 M,0.00%
1698,"1,699",no change,VPR,Volt Power Group,$0.001,0.00,0.00%,$8.24 M,-50.00%
1699,"1,700",down,CORE,ETFs GLB CORE Infra ETF Units FP,$58.50,-0.02,-0.03%,$8.19 M,+11.22%
1700,"1,701",no change,KBC,Keybridge Capital,$0.052,0.00,0.00%,$8.19 M,-42.86%
1701,"1,702",up,SKN,Skin Elements Limited,$0.054,+0.005,+10.20%,$8.17 M,-15.40%
1702,"1,703",no change,N1H,N1 Holdings Limited,$0.10,0.00,0.00%,$8.16 M,-16.67%
1703,"1,704",no change,CVV,Caravel Minerals Limited,$0.045,0.00,0.00%,$8.15 M,-48.27%
1704,"1,705",no change,EMU,EMU NL,$0.059,0.00,0.00%,$8.00 M,-24.36%
1705,"1,706",down,SRK,Strike Resources,$0.055,-0.005,-8.33%,$7.99 M,+10.00%
1706,"1,707",up,SDV,Scidev Limited,$0.082,+0.007,+9.33%,$7.99 M,-1.96%
1707,"1,708",no change,IVO,Invigor Group Limited,$0.003,0.00,0.00%,$7.98 M,-57.14%
1708,"1,709",no change,ANQ,Anaeco Limited,$0.003,0.00,0.00%,$7.98 M,0.00%
1709,"1,710",down,NSB,Neuroscientific,$0.15,-0.015,-9.09%,$7.96 M,-33.33%
1710,"1,711",no change,HDY,Hardey Resources Limited,$0.003,0.00,0.00%,$7.95 M,-40.00%
1711,"1,712",no change,IPT,Impact Minerals,$0.006,0.00,0.00%,$7.93 M,-50.00%
1712,"1,713",down,SOR,Strategic Elements,$0.032,-0.001,-3.03%,$7.91 M,-20.00%
1713,"1,714",no change,FGO,Flamingo Ai Limited,$0.007,0.00,0.00%,$7.84 M,-84.09%
1714,"1,715",no change,KKO,Kinetiko Energy Limited,$0.02,0.00,0.00%,$7.83 M,0.00%
1715,"1,716",no change,SAU,Southern Gold,$0.125,0.00,0.00%,$7.82 M,-48.98%
1716,"1,717",up,QFY,Quantify Tech Limited,$0.008,+0.001,+14.29%,$7.80 M,-74.32%
1717,"1,718",up,BSX,Blackstone Limited,$0.069,+0.005,+7.81%,$7.74 M,-84.14%
1718,"1,719",down,ETF,Ubs IQ Mstar Aus ETF Units FP,$21.25,-0.12,-0.56%,$7.72 M,+3.86%
1719,"1,720",no change,UBU,Ubs IQ MSCI Usa ETF Units FP,$30.71,0.00,0.00%,$7.70 M,+19.22%
1720,"1,721",no change,CWL,Chant West Holdings,$0.062,0.00,0.00%,$7.68 M,+51.22%
1721,"1,722",no change,TDL,TBG Diagnostics Limited,$0.035,0.00,0.00%,$7.62 M,-46.15%
1722,"1,723",no change,ARD,Argent Minerals,$0.014,0.00,0.00%,$7.55 M,-46.90%
1723,"1,724",up,KYK,KYCKR Limited,$0.05,+0.005,+11.11%,$7.55 M,-70.59%
1724,"1,725",no change,OOK,Ookami Limited,$0.022,0.00,0.00%,$7.50 M,-40.54%
1725,"1,726",up,FFG,Fatfish Blockchain,$0.012,+0.001,+9.09%,$7.45 M,-73.91%
1726,"1,727",no change,MAX,Millinium Alt Fund Ordinary Units FP,$6.20,0.00,0.00%,$7.44 M,-6.06%
1727,"1,728",no change,IPB,IPB Petroleum Limited,$0.037, 0.00,0.00%,$7.41 M,+236.36%
1728,"1,729",no change,ANL,Amani Gold Limited,$0.002,0.00,0.00%,$7.38 M,-80.42%
1729,"1,730",up,MIL,Millennium Group Limited,$0.16,+0.015,+10.35%,$7.35 M,-84.39%
1730,"1,731",no change,YPB,YPB Group Limited,$0.008,0.00,0.00%,$7.34 M,-57.90%
1731,"1,732",down,MEY,Marenica Energy Limited,$0.10,-0.01,-9.09%,$7.32 M,-13.04%
1732,"1,733",down,FSG,Field Solu Holdings Limited,$0.017,-0.002,-10.53%,$7.31 M,-39.29%
1733,"1,734",no change,TPC,TPC Consolidated Limited,$0.65,0.00,0.00%,$7.30 M,-35.00%
1734,"1,735",no change,DAV,Davenport Resources,$0.051,0.00,0.00%,$7.30 M,-40.00%
1735,"1,736",down,DDT,Datadot Technology,$0.009,-0.003,-25.00%,$7.30 M,+80.00%
1736,"1,737",no change,ADX,ADX Energy Limited,$0.006,0.00,0.00%,$7.28 M,-33.33%
1737,"1,738",no change,ENA,Ensurance Limited,$0.023,0.00,0.00%,$7.27 M,-42.50%
1738,"1,739",no change,LI3,Lithium Consolidated,$0.08,0.00,0.00%,$7.27 M,-16.67%
1739,"1,740",no change,LIO,Lion Energy Limited,$0.035,0.00,0.00%,$7.26 M,-2.78%
1740,"1,741",up,CIO,Connected Io Limited,$0.004,+0.001,+33.33%,$7.25 M,-77.50%
1741,"1,742",up,BMG,BMG Resources Limited,$0.013,+0.001,+8.33%,$7.25 M,-13.33%
1742,"1,743",up,CL8,Collaborate Corp,$0.01,+0.001,+11.11%,$7.23 M,-40.07%
1743,"1,744",down,LLO,Lion One Metals Limited Chess Depositary Interests 1:1,$0.77,-0.01,-1.28%,$7.22 M,+13.24%
1744,"1,745",no change,KRS,Kresta Holdings,$0.048,0.00,0.00%,$7.21 M,0.00%
1745,"1,746",no change,RNE,Renu Energy Limited,$0.065,0.00,0.00%,$7.21 M,-52.41%
1746,"1,747",down,INK,Indago Energy Limited,$0.034,-0.004,-10.53%,$7.19 M,-59.66%
1747,"1,748",up,PEC,Perpetual Res Limited,$0.029,+0.006,+26.09%,$7.19 M,+16.00%
1748,"1,749",no change,NWC,New World Cobalt Limited,$0.013,0.00,0.00%,$7.17 M,-82.94%
1749,"1,750",no change,ETPMPM,ETFs Physical PM Basket,$143.16,0.00,0.00%,$7.16 M,+11.34%
1750,"1,751",no change,WWI,West Wits Mining Limited,$0.009,0.00,0.00%,$7.14 M,-60.87%
1751,"1,752",no change,SVA,Simavita Limited Chess Depositary Interests 1:1,$0.017,0.00,0.00%,$7.10 M,+30.77%
1752,"1,753",no change,GCN,Goconnect Limited,$0.007,0.00,0.00%,$7.09 M,0.00%
1753,"1,754",no change,BPP,Babylon Pump & Power,$0.019,0.00,0.00%,$7.08 M,0.00%
1754,"1,755",no change,MBK,Metal Bank Limited,$0.008,0.00,0.00%,$7.06 M,-52.94%
1755,"1,756",no change,MNRS,Beta Global Gold ETF Units FP,$3.52,0.00,0.00%,$7.04 M,-4.35%
1756,"1,757",no change,SFM,Santa Fe Minerals,$0.098,0.00,0.00%,$7.01 M,-47.03%
1757,"1,758",down,ZUSD,ETFs US Dollar ETF Units FP,$11.09,-0.05,-0.45%,$6.99 M,+7.98%
1758,"1,759",up,SIL,Smiles Inclusive,$0.155,+0.005,+3.33%,$6.94 M,-85.10%
1759,"1,760",no change,IMS,Impelus Limited,$0.01,0.00,0.00%,$6.92 M,-60.00%
1760,"1,761",up,CP1,Cannpal Animal,$0.16,+0.005,+3.23%,$6.90 M,-27.27%
1761,"1,762",no change,NWM,Norwest Minerals,$0.18,0.00,0.00%,$6.84 M,0.00%
1762,"1,763",no change,AME,Alto Metals Limited,$0.032,0.00,0.00%,$6.83 M,-56.18%
1763,"1,764",down,VISM,VNGD Intl Small Cap ETF Units FP,$52.47,-0.33,-0.63%,$6.82 M,+6.15%
1764,"1,765",no change,1AG,Alterra Limited,$0.046,0.00,0.00%,$6.79 M,+41.85%
1765,"1,766",no change,NWE,Norwest Energy NL,$0.002,0.00,0.00%,$6.76 M,-33.33%
1766,"1,767",no change,CXZ,Connexion Telematics,$0.008, 0.00,0.00%,$6.76 M,+33.33%
1767,"1,768",up,CWX,Carawine Resources,$0.125,+0.005,+4.17%,$6.69 M,-50.98%
1768,"1,769",down,CRL,Comet Resources,$0.028,-0.001,-3.45%,$6.66 M,-39.13%
1769,"1,770",no change,COO,Corum Group Limited,$0.026,0.00,0.00%,$6.66 M,-13.33%
1770,"1,771",no change,CHK,Cohiba Min Limited,$0.01,0.00,0.00%,$6.65 M,+11.11%
1771,"1,772",no change,RDS,Redstone Resources,$0.014,0.00,0.00%,$6.64 M,+21.21%
1772,"1,773",no change,BEL,Bentley Capital Limited,$0.087,0.00,0.00%,$6.62 M,-20.91%
1773,"1,774",no change,PAK,Pacific American,$0.04,0.00,0.00%,$6.61 M,-31.03%
1774,"1,775",no change,LHB,Lionhub Group Limited,$0.008,0.00,0.00%,$6.61 M,-87.10%
1775,"1,776",up,CRB,Carbine Resources,$0.033,+0.001,+3.13%,$6.59 M,+17.86%
1776,"1,777",up,POD,Podium Minerals,$0.084,+0.009,+12.00%,$6.53 M,-40.00%
1777,"1,778",no change,GBE,Globe Metals &Mining,$0.014,0.00,0.00%,$6.52 M,0.00%
1778,"1,779",no change,KII,K2GLOBALEQUITIESFUND Trading Managed Fund Units FP,$2.51,0.00,0.00%,$6.51 M,-9.71%
1779,"1,780",no change,PRZ,Parazero Limited,$0.091,0.00,0.00%,$6.47 M,-48.42%
1780,"1,781",down,NVU,Nanoveu Limited,$0.079,-0.002,-2.47%,$6.47 M,-39.23%
1781,"1,782",no change,GMR,Golden Rim Resources,$0.011,0.00,0.00%,$6.47 M,-74.42%
1782,"1,783",down,MRZ,Mont Royal Resources,$0.205,-0.005,-2.38%,$6.43 M,-65.55%
1783,"1,784",no change,BIR,BIR Financial Limited,$0.10,0.00,0.00%,$6.42 M,+777.19%
1784,"1,785",up,SP3,Specturltd,$0.14,+0.01,+7.69%,$6.38 M,-62.16%
1785,"1,786",up,ARS,Alt Resources Limited,$0.023,+0.002,+9.52%,$6.38 M,-58.93%
1786,"1,787",no change,MHD,Millennium Limited,$0.046,0.00,0.00%,$6.35 M,0.00%
1787,"1,788",up,ESR,Estrella Res Limited,$0.013,+0.001,+8.33%,$6.34 M,-43.48%
1788,"1,789",no change,OLV,Otherlevels Holdings,$0.022,0.00,0.00%,$6.31 M,-45.00%
1789,"1,790",no change,RMP,Red Emperor Resource,$0.012,0.00,0.00%,$6.30 M,-47.83%
1790,"1,791",no change,WBE,Whitebark Energy,$0.004,0.00,0.00%,$6.29 M,-46.43%
1791,"1,792",no change,MZN,Marindi Metals Limited,$0.003,0.00,0.00%,$6.29 M,-72.73%
1792,"1,793",down,EQE,EQUUS Mining Limited,$0.007,-0.001,-12.50%,$6.28 M,-75.00%
1793,"1,794",no change,AER,Aeeris Limited,$0.11,0.00,0.00%,$6.23 M,+96.43%
1794,"1,795",up,AOU,Auroch Minerals Limited,$0.062,+0.005,+8.77%,$6.23 M,-31.11%
1795,"1,796",up,DW8,Digital Wine Venture,$0.008,+0.001,+14.29%,$6.23 M,0.00%
1796,"1,797",no change,KEY,KEY Petroleum,$0.004,0.00,0.00%,$6.20 M,-60.00%
1797,"1,798",no change,HSC,Homestay Care,$0.016,0.00,0.00%,$6.16 M, -23.81%
1798,"1,799",no change,PEL,Pelican Resources,$0.017,0.00,0.00%,$6.15 M,+6.25%
1799,"1,800",up,IHR,Intellihr Holdings,$0.086,+0.001,+1.18%,$6.12 M,-42.67%
1800,"1,801",no change,SGC,Sacgasco Limited,$0.023,0.00,0.00%,$6.10 M,-54.90%
1801,"1,802",no change,CUX,Crossland Metals Limited,$0.006,0.00,0.00%,$6.07 M,0.00%
1802,"1,803",up,GOO,Gooroo Ventures Limited,$0.055,+0.006,+12.25%,$6.05 M,-18.95%
1803,"1,804",no change,EEU,Betashares Euro ETF ETF Units FP,$15.47,0.00,0.00%,$6.03 M,+0.59%
1804,"1,805",no change,LSA,Lachlan Star Limited,$0.008,0.00,0.00%,$6.03 M,-93.33%
1805,"1,806",no change,LSR,Lodestar Minerals,$0.008,0.00,0.00%,$5.99 M,-65.22%
1806,"1,807",no change,ATP,Atlas Pearls Limited,$0.014,0.00,0.00%,$5.99 M,-36.36%
1807,"1,808",no change,KMT,Kopore Metals Limited,$0.011,0.00,0.00%,$5.97 M,-54.17%
1808,"1,809",no change,PTR,Petratherm Limited,$0.035,0.00,0.00%,$5.94 M,-14.63%
1809,"1,810",no change,CXU,Cauldron Energy Limited,$0.018,0.00,0.00%,$5.93 M,-47.06%
1810,"1,811",no change,IVR,Investigator Res Limited,$0.008,0.00,0.00%,$5.92 M,-33.33%
1811,"1,812",down,GBR,Greatbould Resources,$0.072,-0.005,-6.49%,$5.88 M,-76.00%
1812,"1,813",no change,YRL,Yandal Resources,$0.20,0.00,0.00%,$5.87 M,-9.09%
1813,"1,814",up,CAZ,Cazaly Resources,$0.025,+0.005,+25.00%,$5.82 M,-59.02%
1814,"1,815",down,AWV,Anova Metals Limited,$0.009,-0.001,-10.00%,$5.75 M,-85.00%
1815,"1,816",up,ATX,Amplia Therapeutics,$0.14,+0.015,+12.00%,$5.74 M,-64.10%
1816,"1,817",down,ALY,Alchemy Resource Limited,$0.013,-0.001,-7.14%,$5.73 M,-5.97%
1817,"1,818",no change,SGU,Success Global Media,$0.02,0.00,0.00%,$5.71 M,0.00%
1818,"1,819",no change,JHL,JAYEX Healthcare Limited,$0.034,0.00,0.00%,$5.70 M,+78.95%
1819,"1,820",down,UBJ,Ubs IQ MSCI Japan ETF Units FP,$23.66,-0.32,-1.33%,$5.70 M,-4.98%
1820,"1,821",down,TCN,Techniche Limited,$0.027,-0.001,-3.57%,$5.69 M,-27.03%
1821,"1,822",no change,SBB,Sunbridge Group Limited,$0.012,0.00,0.00%,$5.66 M,0.00%
1822,"1,823",no change,GLV,Globalvana,$0.002,0.00,0.00%,$5.66 M,0.00%
1823,"1,824",no change,MNB,Minbos Resources Limited,$0.001,0.00,0.00%,$5.65 M,-60.00%
1824,"1,825",down,IBX,Imagion Biosys Limited,$0.023,-0.002,-8.00%,$5.63 M,-58.27%
1825,"1,826",up,DEV,DEVEX Resources Limited,$0.053,+0.009,+20.46%,$5.60 M,+813.76%
1826,"1,827",no change,XARO,Activexardearealbnd Trading Managed Units FP,$25.77,0.00,0.00%,$5.58 M,+3.00%
1827,"1,828",no change,DTM,Dart Mining NL,$0.006,0.00,0.00%,$5.57 M,-38.46%
1828,"1,829",no change,SFL,Spring FG Limited,$0.039,0.00,0.00%,$5.56 M,-56.67%
1829,"1,830",down,NXM,Nexus Minerals Limited,$0.047,-0.004,-7.84%,$5.50 M,-45.98%
1830,"1,831",down,AQD,Ausquest Limited,$0.01,-0.003,-23.08%,$5.49 M,-64.29%
1831,"1,832",no change,AZI,Alta ZINC Limited,$0.003,0.00,0.00%,$5.46 M,-67.07%
1832,"1,833",no change,AAU,Adcorp Australia,$0.012,0.00,0.00%,$5.46 M,+37.71%
1833,"1,834",no change,GBZ,GBM Rsources Limited,$0.005,0.00,0.00%,$5.45 M,0.00%
1834,"1,835",no change,WOA,Wide Open Agricultur,$0.14,0.00,0.00%,$5.44 M,-30.00%
1835,"1,836",down,IEC,Intra Energy Corp,$0.014,-0.001,-6.67%,$5.43 M,+40.00%
1836,"1,837",no change,SER,Strategic Energy,$0.006,0.00,0.00%,$5.40 M,-14.29%
1837,"1,838",no change,SXX,Southern Cross Expl,$0.005,0.00,0.00%,$5.39 M,-44.44%
1838,"1,839",up,MLS,Metals Australia,$0.002,+0.001,+100.00%,$5.38 M,-66.67%
1839,"1,840",no change,AHL,Ahalife Holdings Limited,$0.008,0.00,0.00%,$5.38 M,-57.90%
1840,"1,841",no change,SRY,Story-I Limited,$0.018,0.00,0.00%,$5.35 M,-37.93%
1841,"1,842",no change,NAE,New Age Exploration,$0.006,0.00,0.00%,$5.33 M,-33.33%
1842,"1,843",up,SRZ,Stellar Resources,$0.014,+0.003,+27.27%,$5.32 M,-30.00%
1843,"1,844",no change,ARC,Aust Rural Cap Limited,$0.425,0.00,0.00%,$5.32 M,-37.50%
1844,"1,845",no change,KLR,Kaili Resources Limited 125c,$0.036,0.00,0.00%,$5.31 M,0.00%
1845,"1,846",no change,EXO,ENNOX Group Limited,$0.003,0.00,0.00%,$5.31 M,-28.57%
1846,"1,847",no change,IGN,Ignite Limited,$0.059,0.00,0.00%,$5.29 M,+7.27%
1847,"1,848",no change,CRO,Cirralto Limited,$0.008,0.00,0.00%,$5.28 M,-89.33%
1848,"1,849",no change,WNB,Wellness and Beauty,$0.015,0.00,0.00%,$5.27 M,-86.36%
1849,"1,850",no change,DMG,Dragon Mountain Gold,$0.02,0.00,0.00%,$5.27 M,+25.00%
1850,"1,851",up,XPD,XPD Soccer Gear Group,$0.012,+0.001,+9.09%,$5.25 M,-63.64%
1851,"1,852",no change,MDI,Middle Island Res,$0.005,0.00,0.00%,$5.23 M,-69.79%
1852,"1,853",no change,ADR,Adherium Limited,$0.03,0.00,0.00%,$5.23 M,-77.78% 
1853,"1,854",no change,RAN,Range International,$0.026,0.00,0.00%,$5.23 M,-65.33%
1854,"1,855",no change,CMD,Cassius Mining Limited,$0.02,0.00,0.00%,$5.22 M,-69.23%
1855,"1,856",no change,SUH,Southern Hem Min,$0.059,0.00,0.00%,$5.22 M,+15.69%
1856,"1,857",no change,BAS,Bass Oil Limited,$0.002,0.00,0.00%,$5.21 M,-50.00%
1857,"1,858",no change,KWR,Kingwest Resources,$0.15,0.00,0.00%,$5.12 M,-18.92%
1858,"1,859",down,HT8,Harris Technology GL,$0.033,-0.002,-5.71%,$5.12 M,-37.74%
1859,"1,860",no change,AD1,Applydirect Limited,$0.012,0.00,0.00%,$5.11 M,-76.00%
1860,"1,861",down,FEL,Fe Limited,$0.013,-0.001,-7.14%,$5.08 M,-59.38%
1861,"1,862",down,TMR,Tempus Resources Limited,$0.185,-0.005,-2.63%,$5.06 M,-26.00%
1862,"1,863",no change,AMB,Ambition Group Limited,$0.075,0.00,0.00%,$5.05 M,-53.13%
1863,"1,864",no change,ADV,Ardiden Limited,$0.003,0.00,0.00%,$5.04 M,-80.00%
